"Id","SalePrice"
1461,123356.662040195
1462,156389.069651384
1463,181351.449631102
1464,199238.672159826
1465,208703.437710537
1466,175202.639340558
1467,178971.813366684
1468,165258.661026309
1469,194771.136778481
1470,121749.996726406
1471,185902.184608304
1472,99940.3132670606
1473,96564.6871790635
1474,147982.213146404
1475,119301.888648099
1476,356390.61632188
1477,254920.784124412
1478,336581.17420382
1479,323234.15258231
1480,490872.35177877
1481,319886.687891395
1482,224715.729836986
1483,174465.270713834
1484,167353.008328601
1485,198872.788112762
1486,195602.553392257
1487,345740.27819867
1488,240165.999647021
1489,194739.385303013
1490,246652.370785245
1491,190227.626296118
1492,92137.5378758464
1493,184683.229520936
1494,288527.430120591
1495,295234.473282362
1496,241260.668724607
1497,177509.751062525
1498,163741.858880279
1499,161072.850278015
1500,157569.67385803
1501,181435.657962213
1502,150490.034718837
1503,295094.772232177
1504,258533.954846963
1505,233613.78475193
1506,193511.696756512
1507,252153.748983502
1508,200244.044789519
1509,158596.250141679
1510,144200.009945294
1511,145894.422674139
1512,166791.564886564
1513,148823.961272775
1514,146934.286578
1515,180573.696559965
1516,153281.565088431
1517,157939.506661955
1518,130914.592110896
1519,210074.095003745
1520,132640.489965707
1521,132529.652511929
1522,181737.772639288
1523,110030.924837643
1524,113314.300113106
1525,117793.726640528
1526,121303.889504362
1527,101631.850318349
1528,137985.245675728
1529,157940.011813329
1530,191579.156549905
1531,128042.619088145
1532,98263.2574713559
1533,144147.374548824
1534,126061.208601553
1535,149344.932331707
1536,110342.85902251
1537,71261.0959392612
1538,147400.82349061
1539,205912.488274606
1540,93768.087917962
1541,149710.577312072
1542,158590.635668471
1543,197212.383394707
1544,90399.5694350278
1545,123690.834796654
1546,134156.735910706
1547,147811.232605963
1548,139443.799640254
1549,133247.020347849
1550,137019.038221453
1551,110250.76200494
1552,138830.511759705
1553,143159.751476875
1554,117212.378290923
1555,164887.630121616
1556,98962.5821061546
1557,103970.801541303
1558,97638.8865424942
1559,70652.6279410138
1560,140301.973414964
1561,133404.075653513
1562,134758.580016815
1563,125069.922591857
1564,158829.510221889
1565,148303.947095853
1566,224022.726269693
1567,79000.6412153313
1568,234977.672880464
1569,126226.051390888
1570,131497.882272394
1571,111752.229672553
1572,131523.187323282
1573,216351.446505257
1574,136741.738461924
1575,218613.679682387
1576,247591.497743818
1577,193703.884284149
1578,128967.435301265
1579,150443.591382302
1580,197525.150694536
1581,152522.994638134
1582,126124.815564895
1583,310035.49291369
1584,218662.096408779
1585,137839.578562969
1586,62697.2983715441
1587,100683.668597483
1588,141581.207327091
1589,102918.160624508
1590,133167.002942088
1591,94596.0533106896
1592,123032.673945369
1593,119162.825862751
1594,137996.616975162
1595,129621.028746823
1596,244267.919909684
1597,203487.643106778
1598,237546.888719548
1599,160963.23783625
1600,167654.680102339
1601,63274.091769418
1602,124407.746260078
1603,59089.5960510533
1604,301121.923510447
1605,244605.216265072
1606,163585.120279999
1607,167070.830053986
1608,228273.87178065
1609,175275.063797211
1610,149204.240021102
1611,148848.908794743
1612,172457.231327907
1613,170233.093742992
1614,108220.323148558
1615,82175.9312634185
1616,80095.878205877
1617,87462.9304493254
1618,122910.082950236
1619,131739.622518286
1620,192087.307136065
1621,142695.243100482
1622,133616.619376389
1623,243401.345407672
1624,203176.609481498
1625,116941.75877701
1626,162011.822602965
1627,189894.16243028
1628,257893.493449083
1629,186101.048385338
1630,348177.568954278
1631,233997.901686844
1632,246615.527553089
1633,178025.966577115
1634,182522.107381132
1635,179089.341018511
1636,155549.813852513
1637,213114.997039837
1638,184982.736239303
1639,174745.608956208
1640,220181.717870491
1641,181927.300614382
1642,255782.980803431
1643,225474.14690829
1644,244308.018408898
1645,203898.008709026
1646,157022.926268806
1647,157687.650867329
1648,125255.713067486
1649,131756.315379183
1650,114949.514041425
1651,120052.449746994
1652,99405.5412882347
1653,99428.0320821967
1654,148376.126252297
1655,141368.811692907
1656,144644.663222259
1657,156138.469753242
1658,150315.545195925
1659,128573.345195429
1660,148723.644461422
1661,469704.694981501
1662,399623.517850491
1663,392173.409739861
1664,534946.97081703
1665,327250.011214341
1666,286565.394537095
1667,385312.682081836
1668,359694.182554812
1669,320137.980158353
1670,353348.750117392
1671,261455.310301505
1672,430683.355201635
1673,299034.493031879
1674,255735.673818336
1675,196232.515903001
1676,194888.165991336
1677,218630.303606014
1678,510568.853109091
1679,373280.873957038
1680,336745.4869462
1681,255240.72672586
1682,296727.375226912
1683,192787.257774391
1684,177829.963339339
1685,170747.547497422
1686,171107.905801762
1687,167074.357253939
1688,186122.868977022
1689,190440.44174477
1690,192292.702647834
1691,186597.422535346
1692,261612.259023139
1693,180289.04965218
1694,180546.947543529
1695,168093.458204424
1696,274301.754355204
1697,170449.75817304
1698,331348.762406613
1699,325330.395217744
1700,251690.771991138
1701,275067.175036681
1702,237408.690727351
1703,232734.592308111
1704,258283.354390348
1705,235246.816497138
1706,183706.600334172
1707,203116.346446512
1708,206231.902862949
1709,277618.341462524
1710,241283.731791647
1711,290812.693781401
1712,248552.268576604
1713,264863.801136748
1714,216296.095175287
1715,213328.076654265
1716,170503.428311729
1717,181920.449111203
1718,138990.046998815
1719,192360.536293877
1720,236521.858691508
1721,170264.497125546
1722,132762.44341613
1723,164953.635153948
1724,194910.537525463
1725,236246.838556143
1726,186698.211083005
1727,148922.398829877
1728,180799.099331133
1729,161292.067090809
1730,133326.783322303
1731,117625.146955423
1732,125781.72612426
1733,107938.411627496
1734,123334.527824885
1735,123064.994377269
1736,105098.30596104
1737,295625.29054423
1738,237525.940103004
1739,246944.601857224
1740,208037.332364524
1741,192137.496207484
1742,170950.256737028
1743,172044.611362446
1744,295857.01031445
1745,216175.180832662
1746,216797.427284577
1747,211425.399349769
1748,216282.545986644
1749,152691.213971437
1750,138631.70091726
1751,234316.170760828
1752,111820.190195236
1753,144670.991252013
1754,204456.166719366
1755,160590.954597035
1756,114673.211124429
1757,112219.100293189
1758,142902.500376169
1759,157715.888928242
1760,165697.643890024
1761,151040.34039397
1762,172012.119693488
1763,163232.132159584
1764,116155.778056628
1765,114614.871177184
1766,182783.575237128
1767,214832.953286662
1768,127576.082973729
1769,158203.631739423
1770,141810.029729648
1771,124223.909283807
1772,138909.142551516
1773,124851.527917037
1774,144829.909818664
1775,134350.439263406
1776,126641.430406469
1777,97398.7556212803
1778,131824.616590151
1779,109564.238644527
1780,161130.723850399
1781,119290.21388647
1782,85282.2988089065
1783,136368.373424696
1784,101425.884275503
1785,106103.241003676
1786,138334.722265612
1787,155538.202011473
1788,56843.3287153863
1789,83535.4376479791
1790,76453.287716472
1791,193366.389453458
1792,149637.690800393
1793,139721.007127749
1794,141424.088552733
1795,130596.17757159
1796,114671.423368463
1797,123006.547533402
1798,113853.857510662
1799,102499.439131912
1800,126088.918426875
1801,122458.926249928
1802,136913.945176706
1803,140478.207940994
1804,131112.725748517
1805,127921.188625219
1806,124489.29034466
1807,119598.102992583
1808,109560.089294585
1809,109589.284921353
1810,130348.600637876
1811,85587.0554118317
1812,93244.4405115853
1813,115383.310284392
1814,81198.1854384489
1815,52184.2659218205
1816,80778.5223097686
1817,111030.6565921
1818,146725.989617743
1819,132736.903625449
1820,50364.399665831
1821,107857.892323673
1822,141801.948959077
1823,39662.1653467989
1824,115828.600555271
1825,134176.442084738
1826,110898.860862765
1827,108016.548927364
1828,131397.662491063
1829,132002.272995559
1830,139130.128518666
1831,134154.330493774
1832,106540.255255758
1833,138763.885057946
1834,123003.729026623
1835,142256.512720041
1836,125482.453664866
1837,102413.232423937
1838,139619.979800997
1839,95042.4349344108
1840,141638.478090065
1841,120045.598758222
1842,91323.8275036047
1843,130873.494389172
1844,132569.171297277
1845,142100.597603332
1846,145588.948310935
1847,147995.993560662
1848,57440.3371407803
1849,107397.232928564
1850,118921.36570196
1851,142311.706709256
1852,129621.290735809
1853,118833.206476807
1854,169734.204201514
1855,157149.833257221
1856,221926.291101215
1857,142292.15510771
1858,138931.629726951
1859,109365.058381843
1860,153724.936157017
1861,108898.705280915
1862,322428.6983856
1863,319682.578513617
1864,319708.4152347
1865,338030.140921714
1866,318489.090602912
1867,222906.737516976
1868,278056.322989452
1869,205300.273723492
1870,220788.985771222
1871,249785.663068414
1872,169162.73362082
1873,233775.318771828
1874,142032.838906853
1875,193986.617935151
1876,197944.334118927
1877,201115.633316086
1878,212758.08002881
1879,130328.260922522
1880,126159.120135615
1881,242595.007469035
1882,236992.36026225
1883,183436.398619415
1884,204868.238965594
1885,211985.15633122
1886,268396.61961273
1887,203887.614146662
1888,253372.769522357
1889,170957.325875223
1890,118878.368814933
1891,131338.040879372
1892,93488.2982727798
1893,123203.914023255
1894,111281.020363811
1895,139733.712909952
1896,116625.701486257
1897,123287.424702458
1898,121661.64291263
1899,145225.58105413
1900,161819.660285167
1901,176525.269357173
1902,174623.381281607
1903,208290.647488481
1904,158900.728760971
1905,201172.6123887
1906,122014.550636404
1907,214490.976428817
1908,103841.511016901
1909,130503.511803248
1910,112279.305482373
1911,234394.334208698
1912,317376.565776075
1913,146615.861292361
1914,44827.1312672326
1915,297904.645035457
1916,60525.8261160103
1917,251807.592995773
1918,134411.771069117
1919,160532.937321328
1920,172538.111701894
1921,364657.867651004
1922,305480.743614303
1923,218449.652888036
1924,230940.774735703
1925,198841.909348977
1926,378114.72076899
1927,121912.862149201
1928,158786.922469402
1929,112735.945210841
1930,131500.873643841
1931,131276.011392907
1932,134350.115755767
1933,154897.085338516
1934,183713.802060764
1935,175628.009651901
1936,185065.178701518
1937,187983.391498869
1938,173945.426081354
1939,277518.775724171
1940,196767.330230981
1941,174955.213712593
1942,173126.036191307
1943,212842.508804357
1944,389692.395038497
1945,397042.982208744
1946,164268.718671669
1947,153824.980734327
1948,179674.975242029
1949,249098.412425457
1950,176785.022952658
1951,250587.624362886
1952,216598.697573534
1953,169920.707052387
1954,178917.047130241
1955,138927.240923558
1956,333768.847562524
1957,159537.236321868
1958,264166.172808444
1959,141704.586745514
1960,108815.846656338
1961,127935.036297684
1962,94380.0857423006
1963,100834.694231982
1964,106204.771794984
1965,146975.458013752
1966,146050.672089049
1967,296822.316772107
1968,408572.851861015
1969,380194.922398416
1970,425568.005959314
1971,528907.811817744
1972,400543.616088823
1973,291310.523708462
1974,356193.521159637
1975,539899.729720697
1976,282291.627111623
1977,340472.539794344
1978,338786.394167607
1979,331749.612079265
1980,215031.77977461
1981,354892.533840138
1982,233435.878733261
1983,223285.649500818
1984,165545.901086658
1985,212363.201346783
1986,210760.830776226
1987,171492.096110477
1988,175180.935192927
1989,196385.520106013
1990,210747.652041191
1991,218709.221760736
1992,214978.452086688
1993,175376.645220699
1994,230321.022158296
1995,186106.047245686
1996,269920.067884597
1997,319464.021606597
1998,314439.530584683
1999,287613.793858659
2000,303366.334455537
2001,301424.021695286
2002,240561.712215107
2003,255105.689851257
2004,271748.777883149
2005,232442.811595236
2006,231384.954045973
2007,253446.610226938
2008,219585.876080682
2009,203163.662112531
2010,188941.39388342
2011,159492.67708094
2012,169980.363088049
2013,182028.863939206
2014,187400.24340603
2015,207427.336595679
2016,195768.623518758
2017,201343.983951585
2018,129053.848165611
2019,136554.502801711
2020,108017.267097454
2021,105483.64489568
2022,193374.276768266
2023,149288.555731285
2024,281582.953890786
2025,363957.549364717
2026,193932.243822954
2027,164108.30195554
2028,159207.635496857
2029,166677.384648582
2030,289427.761305554
2031,253955.060104592
2032,268103.441770286
2033,269158.237472937
2034,168428.153635113
2035,235095.909530208
2036,195260.135926351
2037,196734.615818403
2038,349566.69681684
2039,226858.270410222
2040,354794.85453544
2041,287685.361826282
2042,210844.551063065
2043,174392.48688158
2044,185000.021356123
2045,200403.166741959
2046,141196.954418502
2047,139316.133407599
2048,143793.581232662
2049,134311.270007505
2050,166512.01431882
2051,99949.7337690895
2052,130796.59555744
2053,146816.954546035
2054,106045.834071689
2055,149417.911250036
2056,139288.143412153
2057,120077.877171313
2058,195130.051696329
2059,138431.920851219
2060,170499.228203085
2061,172107.01274365
2062,128836.280117398
2063,122616.597568681
2064,138275.460657746
2065,123255.133661223
2066,152703.799347486
2067,130086.508522348
2068,135802.708954556
2069,79985.4510991716
2070,103940.027662675
2071,91195.2197528769
2072,139907.547925704
2073,134450.297225867
2074,182337.026679071
2075,142109.994409842
2076,114324.800414801
2077,162235.225089707
2078,129428.147703871
2079,138662.449469406
2080,118472.711733649
2081,122298.020208902
2082,124421.302957941
2083,142235.796467613
2084,103516.983712572
2085,120515.359727365
2086,120789.588074975
2087,119628.756099191
2088,108176.23268228
2089,80571.7304786221
2090,132397.523396695
2091,122449.589704898
2092,131924.813896913
2093,123306.263894111
2094,104183.3215995
2095,137083.736045448
2096,77650.3549906681
2097,90366.2141968234
2098,146761.814044299
2099,55433.0474052961
2100,96420.7962598684
2101,113353.897927703
2102,126494.499691575
2103,99379.3916081995
2104,139151.923266862
2105,121041.28147469
2106,73969.6785127963
2107,175740.873964653
2108,116884.624297576
2109,112668.755562655
2110,121187.279876755
2111,143897.191776588
2112,151814.14451018
2113,136181.823821503
2114,129831.191770232
2115,167693.699282471
2116,119272.738155308
2117,169477.169178882
2118,119081.562276125
2119,115032.647243424
2120,127810.423145325
2121,84360.6098217111
2122,117370.198849367
2123,87661.0476025501
2124,169033.317670933
2125,135867.661740435
2126,164235.630617089
2127,151307.745594489
2128,118828.454259699
2129,95546.49842991
2130,139722.21720636
2131,140369.741089316
2132,121385.108880846
2133,115400.595777742
2134,128269.845430586
2135,91440.7238346532
2136,80118.6604704661
2137,107537.949212038
2138,140849.470955807
2139,147260.719835594
2140,139832.620279546
2141,135192.175798736
2142,126376.049899525
2143,144961.914861925
2144,129633.058485501
2145,136609.30117931
2146,147527.719892565
2147,182661.157779213
2148,141633.651878278
2149,141491.69615823
2150,205305.83274006
2151,120234.213814883
2152,154130.641333925
2153,169987.004722193
2154,100640.463663911
2155,122238.087496447
2156,262700.577445739
2157,230788.173480029
2158,232181.876545785
2159,208979.635446084
2160,177127.845787337
2161,246313.239104451
2162,419160.759657837
2163,351621.143358487
2164,240351.782759061
2165,193207.72084985
2166,149564.069115843
2167,213328.090258844
2168,207145.454463404
2169,198599.634927894
2170,223827.396865544
2171,151277.172038252
2172,141700.397831106
2173,187827.871373594
2174,223031.389800977
2175,293433.942979314
2176,300038.891378856
2177,237464.459322722
2178,215861.911387364
2179,138214.033993295
2180,208972.253475253
2181,204014.442087477
2182,227600.165835434
2183,197099.532549691
2184,126131.300841296
2185,123228.411041701
2186,144694.129380608
2187,154095.849526277
2188,148840.901556507
2189,208104.221880384
2190,75006.9571307695
2191,65597.6336490285
2192,90315.976760987
2193,114317.863215641
2194,95965.1349344622
2195,110597.440275296
2196,103138.016862344
2197,116701.816199046
